issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
2050-750X,2023,all,75,48,63,41,70,47,10,6
2050-7526,2023,core,169,119,136,103,165,118,36,27
2050-7526,2023,all,176,124,141,107,171,123,38,29
2050-7828,2023,core,6,6,6,6,5,5,5,5
2050-7828,2023,all,6,6,6,6,5,5,5,5
2050-7887,2023,core,30,28,28,26,30,28,15,15
2050-7887,2023,all,33,29,31,27,32,29,16,15
2050-8794,2023,core,3,2,3,2,3,2,3,2
2050-8794,2023,all,3,2,3,2,3,2,3,2
2050-8840,2023,core,3,2,3,2,3,2,3,2
2050-8840,2023,all,3,2,3,2,3,2,3,2
2051-1310,2023,core,14,9,13,9,13,9,10,8
2051-1310,2023,all,14,9,13,9,13,9,10,8
2051-2856,2023,core,4,1,4,1,4,1,4,1
2051-2856,2023,all,4,1,4,1,4,1,4,1
2051-364X,2023,core,4,4,4,4,3,3,3,3
2051-364X,2023,all,4,4,4,4,3,3,3,3
2051-4158,2023,core,40,6,35,4,37,6,25,1
2051-4158,2023,all,42,7,37,5,39,7,26,2
2051-5367,2023,core,16,8,16,8,14,7,14,7
2051-5367,2023,all,18,9,18,9,16,8,16,8
2051-6347,2023,core,61,40,47,35,58,39,12,7
2051-6347,2023,all,63,41,49,36,60,40,13,7
2051-6614,2023,core,11,8,11,8,9,8,9,8
2051-6614,2023,all,11,8,11,8,9,8,9,8
2051-672X,2023,core,3,2,3,2,2,1,2,1
2051-672X,2023,all,3,2,3,2,2,1,2,1
2051-6967,2023,core,60,14,55,12,50,11,32,5
2051-6967,2023,all,68,15,62,13,57,12,37,6
2051-7483,2023,core,6,6,6,6,6,6,6,6
2051-7483,2023,all,6,6,6,6,6,6,6,6
2051-803X,2023,core,1,0,1,0,1,0,1,0
2051-803X,2023,all,2,0,2,0,2,0,2,0
2051-8153,2023,core,31,20,26,19,29,20,7,6
2051-8153,2023,all,32,20,27,19,29,20,7,6
2051-8196,2023,core,9,6,9,6,9,6,8,6
2051-8196,2023,all,10,6,10,6,10,6,9,6
2051-8803,2023,core,9,8,9,8,9,8,7,6
2051-8803,2023,all,9,8,9,8,9,8,7,6
2052-1537,2023,core,27,18,19,15,26,18,1,1
2052-1537,2023,all,27,18,19,15,26,18,1,1
2052-1545,2023,core,52,35,38,29,51,35,6,5
2052-1545,2023,all,54,37,40,31,53,37,7,6
2052-174X,2023,core,23,16,21,14,23,16,17,11
2052-174X,2023,all,23,16,21,14,23,16,17,11
2052-2614,2023,core,24,22,24,22,24,22,24,22
2052-2614,2023,all,24,22,24,22,24,22,24,22
2052-2630,2023,core,31,28,25,22,30,27,21,18
2052-2630,2023,all,31,28,25,22,30,27,21,18
2052-336X,2023,core,2,2,2,2,2,2,2,2
2052-336X,2023,all,2,2,2,2,2,2,2,2
2052-4110,2023,core,48,31,33,25,46,30,1,1
2052-4110,2023,all,48,31,33,25,46,30,1,1
2052-5192,2023,core,20,15,19,15,20,15,12,9
2052-5192,2023,all,26,17,25,17,26,17,18,11
2052-6121,2023,core,93,75,88,71,93,75,77,63
2052-6121,2023,all,95,76,89,72,95,76,78,64
2052-9015,2023,core,4,2,4,2,4,2,4,2
2052-9015,2023,all,6,2,6,2,6,2,6,2
2053-0196,2023,core,33,23,32,22,33,23,28,19
2053-0196,2023,all,33,23,32,22,33,23,28,19
2053-1400,2023,core,30,19,26,18,30,19,11,7
2053-1400,2023,all,31,19,27,18,30,19,11,7
2053-1583,2023,core,68,47,60,43,66,45,28,21
2053-1583,2023,all,68,47,60,43,66,45,28,21
2053-1702,2023,core,5,4,5,4,5,4,5,4
2053-1702,2023,all,7,4,7,4,7,4,7,4
2053-2296,2023,core,25,18,20,16,23,18,8,7
2053-2296,2023,all,29,22,24,20,27,22,12,11
2053-230X,2023,core,19,16,17,14,17,14,2,2
2053-230X,2023,all,23,16,21,14,21,14,6,2
2053-2733,2023,core,30,23,30,23,25,21,14,12
2053-2733,2023,all,30,23,30,23,25,21,14,12
2053-3691,2023,core,12,6,12,6,10,6,7,4
2053-3691,2023,all,17,7,16,7,14,7,10,5
2053-4345,2023,core,5,3,5,3,5,3,2,2
2053-4345,2023,all,5,3,5,3,5,3,2,2
2053-4477,2023,core,9,8,9,8,8,7,8,7
2053-4477,2023,all,9,8,9,8,8,7,8,7
2053-4515,2023,core,7,5,5,3,7,5,2,2
2053-4515,2023,all,10,6,8,4,9,6,4,3
2053-4604,2023,core,10,5,8,4,10,5,8,4
2053-4604,2023,all,10,5,8,4,10,5,8,4
2053-4620,2023,core,4,1,3,1,3,1,2,1
2053-4620,2023,all,4,1,3,1,3,1,2,1
2053-4833,2023,core,5,4,5,4,4,3,4,3
2053-4833,2023,all,5,4,5,4,4,3,4,3
2053-9320,2023,core,4,3,4,3,4,3,4,3
2053-9320,2023,all,4,3,4,3,4,3,4,3
2054-0892,2023,core,11,5,10,5,10,5,8,4
2054-0892,2023,all,11,5,10,5,10,5,8,4
2054-2577,2023,core,16,12,16,12,16,12,13,9
2054-2577,2023,all,23,13,22,12,23,13,19,9
2054-4170,2023,core,3,3,3,3,3,3,3,3
2054-4170,2023,all,3,3,3,3,3,3,3,3
2054-4650,2023,core,4,3,4,3,4,3,4,3
2054-4650,2023,all,4,3,4,3,4,3,4,3
2054-6750,2023,core,17,8,17,8,17,8,13,4
2054-6750,2023,all,18,9,17,8,18,9,13,4
2054-9555,2023,core,10,10,10,10,10,10,10,10
2054-9555,2023,all,11,11,11,11,11,11,11,11
2055-0278,2023,core,40,21,33,21,39,21,11,7
2055-0278,2023,all,55,22,48,22,53,22,20,7
2055-1940,2023,core,8,3,8,3,7,3,7,3
2055-1940,2023,all,8,3,8,3,7,3,7,3
2055-1959,2023,core,8,3,8,3,7,3,7,3
2055-1959,2023,all,8,3,8,3,7,3,7,3
2055-2335,2023,core,26,22,20,16,26,22,16,12
2055-2335,2023,all,28,22,22,16,28,22,18,12
2055-5563,2023,core,2,0,2,0,2,0,2,0
2055-5563,2023,all,2,0,2,0,2,0,2,0
2055-6225,2023,core,9,9,9,9,9,9,7,7
2055-6225,2023,all,9,9,9,9,9,9,7,7
2055-6365,2023,core,5,1,5,1,5,1,5,1
2055-6365,2023,all,5,1,5,1,5,1,5,1
2055-642X,2023,core,4,2,4,2,4,2,4,2
2055-642X,2023,all,5,3,5,3,5,3,5,3
2055-6756,2023,core,26,18,23,17,25,18,4,3
2055-6756,2023,all,26,18,23,17,25,18,4,3
2055-6837,2023,core,21,13,17,11,18,11,7,3
2055-6837,2023,all,34,15,29,12,31,13,17,4
2055-7671,2023,core,31,19,30,18,30,19,25,16
2055-7671,2023,all,31,19,30,18,30,19,25,16
2055-7973,2023,core,4,3,4,3,4,3,4,3
2055-7973,2023,all,4,3,4,3,4,3,4,3
2056-2802,2023,core,36,25,35,24,35,25,34,24
2056-2802,2023,all,36,25,35,24,35,25,34,24
2056-3035,2023,core,10,8,10,8,10,8,10,8
2056-3035,2023,all,12,8,12,8,11,8,11,8
2056-3841,2023,core,2,1,2,1,2,1,2,1
2056-3841,2023,all,2,1,2,1,2,1,2,1
2056-3868,2023,core,1,1,1,1,1,1,1,1
2056-3868,2023,all,1,1,1,1,1,1,1,1
2056-4678,2023,core,28,13,25,12,26,12,19,9
2056-4678,2023,all,30,13,27,12,27,12,20,9
2056-4880,2023,core,6,6,5,5,6,6,5,5
2056-4880,2023,all,6,6,5,5,6,6,5,5
2056-4902,2023,core,1,0,0,0,1,0,0,0
2056-4902,2023,all,1,0,0,0,1,0,0,0
2056-4929,2023,core,3,2,3,2,3,2,2,2
2056-4929,2023,all,3,2,3,2,3,2,2,2
2056-4945,2023,core,2,2,1,1,2,2,1,1
2056-4945,2023,all,2,2,1,1,2,2,1,1
2056-4961,2023,core,11,6,11,6,11,6,8,5
2056-4961,2023,all,11,6,11,6,11,6,8,5
2056-5615,2023,core,11,5,9,4,11,5,7,3
2056-5615,2023,all,11,5,9,4,11,5,7,3
2056-6085,2023,core,7,6,7,6,7,6,6,5
2056-6085,2023,all,7,6,7,6,7,6,6,5
2056-9548,2023,core,2,1,2,1,2,1,2,1
2056-9548,2023,all,2,1,2,1,2,1,2,1
2056-9971,2023,core,4,3,3,2,3,2,2,1
2056-9971,2023,all,4,3,3,2,3,2,2,1
2057-0198,2023,core,19,16,19,16,18,15,18,15
2057-0198,2023,all,19,16,19,16,18,15,18,15
2057-0481,2023,core,9,7,9,7,7,6,7,6
2057-0481,2023,all,9,7,9,7,7,6,7,6
2057-049X,2023,core,7,5,6,5,6,5,4,4
2057-049X,2023,all,7,5,6,5,6,5,4,4
2057-1585,2023,core,24,19,24,19,24,19,22,18
2057-1585,2023,all,24,19,24,19,24,19,22,18
2057-1976,2023,core,37,25,34,24,33,23,23,17
2057-1976,2023,all,38,25,35,24,33,23,23,17
2057-3189,2023,core,14,12,14,12,8,6,8,6
2057-3189,2023,all,14,12,14,12,8,6,8,6
2057-5637,2023,core,29,25,29,25,28,24,25,21
2057-5637,2023,all,30,25,30,25,29,24,26,21
2057-8911,2023,core,12,10,10,9,12,10,9,8
2057-8911,2023,all,13,11,11,10,13,11,10,9
2058-1742,2023,core,39,22,38,21,33,19,15,10
2058-1742,2023,all,43,23,41,21,37,20,18,10
2058-1831,2023,core,6,5,6,5,6,5,6,5
2058-1831,2023,all,6,5,6,5,6,5,6,5
2058-458X,2023,core,2,1,2,1,2,1,2,1
2058-458X,2023,all,2,1,2,1,2,1,2,1
2058-5276,2023,core,53,36,46,33,52,35,15,12
2058-5276,2023,all,66,37,57,33,64,36,22,12
2058-5349,2023,core,31,6,28,5,27,6,18,5
2058-5349,2023,all,31,6,28,5,27,6,18,5
2058-6124,2023,core,7,3,7,3,5,3,3,1
2058-6124,2023,all,9,4,8,4,7,4,4,2
2058-7546,2023,core,27,9,24,9,27,9,16,5
2058-7546,2023,all,35,9,32,9,35,9,22,5
2058-8585,2023,core,34,29,30,28,32,28,9,9
2058-8585,2023,all,34,29,30,28,32,28,9,9
2058-9565,2023,core,70,60,65,55,66,59,49,43
2058-9565,2023,all,70,60,65,55,66,59,49,43
2058-9689,2023,core,21,16,16,14,21,16,5,5
2058-9689,2023,all,22,17,17,15,22,17,6,6
2058-9883,2023,core,70,63,63,58,68,61,11,8
2058-9883,2023,all,70,63,63,58,68,61,11,8
2059-0784,2023,core,9,3,9,3,9,3,7,3
2059-0784,2023,all,9,3,9,3,9,3,7,3
2059-1098,2023,core,25,23,23,22,25,23,20,19
2059-1098,2023,all,30,26,28,25,30,26,24,22
2059-1632,2023,core,14,4,14,4,14,4,13,3
2059-1632,2023,all,15,4,15,4,15,4,14,3
2059-2302,2023,core,127,70,113,65,125,69,73,47
2059-2302,2023,all,136,71,122,66,134,70,80,48
2059-4631,2023,core,2,1,2,1,2,1,2,1
2059-4631,2023,all,2,1,2,1,2,1,2,1
2059-4755,2023,core,1,1,1,1,1,1,0,0
2059-4755,2023,all,1,1,1,1,1,1,0,0
2059-5794,2023,core,3,1,2,0,3,1,2,0
2059-5794,2023,all,4,1,3,0,3,1,2,0
2059-5816,2023,core,8,4,7,4,8,4,3,0
2059-5816,2023,all,13,4,11,4,10,4,4,0
2059-5891,2023,core,2,1,1,1,2,1,1,1
2059-5891,2023,all,2,1,1,1,2,1,1,1
2059-6014,2023,core,7,2,7,2,7,2,5,2
2059-6014,2023,all,7,2,7,2,7,2,5,2
2059-7754,2023,core,16,16,15,15,14,14,11,11
2059-7754,2023,all,20,20,19,19,17,17,14,14
2059-7983,2023,core,62,53,58,53,57,50,14,14
2059-7983,2023,all,71,57,66,56,64,53,19,15
2059-8521,2023,core,41,33,40,32,41,33,30,24
2059-8521,2023,all,41,33,40,32,41,33,30,24
2062-249X,2023,core,18,15,17,15,18,15,3,3
2062-249X,2023,all,19,16,18,16,19,16,3,3
2066-2203,2023,core,9,8,9,8,9,8,7,6
2066-2203,2023,all,9,8,9,8,9,8,7,6
2070-0466,2023,core,2,0,2,0,2,0,2,0
2070-0466,2023,all,2,0,2,0,2,0,2,0
2070-2620,2023,core,2,1,1,0,2,1,1,0
2070-2620,2023,all,2,1,1,0,2,1,1,0
2072-1978,2023,all,1,0,1,0,1,0,1,0
2078-0389,2023,core,8,6,7,5,8,6,7,5
2078-0389,2023,all,8,6,7,5,8,6,7,5
2093-2685,2023,core,7,2,5,2,7,2,2,1
2093-2685,2023,all,7,2,5,2,7,2,2,1
2093-5552,2023,core,2,1,2,1,2,1,0,0
2093-5552,2023,all,2,1,2,1,2,1,0,0
2093-7660,2023,core,1,1,1,1,1,1,1,1
2093-7660,2023,all,1,1,1,1,1,1,1,1
2093-9868,2023,core,10,7,10,7,10,7,7,6
2093-9868,2023,all,10,7,10,7,10,7,7,6
2095-0187,2023,core,17,5,10,4,16,5,2,2
2095-0187,2023,all,18,5,10,4,17,5,2,2
2095-0195,2023,core,4,0,3,0,3,0,1,0
2095-0195,2023,all,4,0,3,0,3,0,1,0
2095-0217,2023,core,5,1,4,1,5,1,0,0
2095-0217,2023,all,7,1,5,1,7,1,0,0
2095-0233,2023,core,5,3,4,2,5,3,1,1
2095-0233,2023,all,5,3,4,2,5,3,1,1
2095-025X,2023,core,1,0,1,0,1,0,0,0
2095-025X,2023,all,2,0,1,0,2,0,0,0
2095-0462,2023,core,15,2,9,1,15,2,3,0
2095-0462,2023,all,16,2,9,1,16,2,3,0
2095-1698,2023,core,9,2,8,2,9,2,1,0
2095-1698,2023,all,12,2,11,2,11,2,2,0
2095-221X,2023,core,31,6,24,6,29,6,2,2
2095-221X,2023,all,32,7,25,7,30,7,3,3
2095-2228,2023,core,3,0,3,0,3,0,0,0
2095-2228,2023,all,6,0,4,0,5,0,0,0
2095-2430,2023,core,9,6,6,4,9,6,1,1
2095-2430,2023,all,9,6,6,4,9,6,1,1
2095-2899,2023,core,1,0,0,0,1,0,0,0
2095-2899,2023,all,1,0,0,0,1,0,0,0
2095-3127,2023,core,6,2,6,2,3,2,1,1
2095-3127,2023,all,7,2,7,2,4,2,2,1
2095-4816,2023,core,8,2,5,1,5,2,2,1
2095-4816,2023,all,8,2,5,1,5,2,2,1
2095-4956,2023,core,52,24,43,23,45,21,8,5
2095-4956,2023,all,53,24,43,23,46,21,8,5
2095-4964,2023,core,5,1,5,1,4,1,2,1
2095-4964,2023,all,6,1,6,1,5,1,3,1
2095-6037,2023,core,2,1,0,0,2,1,0,0
2095-6037,2023,all,2,1,0,0,2,1,0,0
2095-6983,2023,core,9,3,8,3,9,3,4,3
2095-6983,2023,all,10,4,9,4,10,4,5,4
2095-7513,2023,core,7,5,6,4,6,4,2,2
2095-7513,2023,all,9,5,8,4,7,4,2,2
2095-8226,2023,core,61,6,37,5,59,6,3,2
2095-8226,2023,all,70,6,45,5,67,6,5,2
2095-9184,2023,core,5,1,5,1,5,1,1,1
2095-9184,2023,all,6,1,5,1,6,1,1,1
2095-9273,2023,core,24,6,19,4,20,6,1,1
2095-9273,2023,all,50,6,42,4,36,6,8,1
2096-5524,2023,core,8,5,8,5,8,5,5,3
2096-5524,2023,all,8,5,8,5,8,5,5,3
2102-6467,2023,core,7,5,5,3,6,5,3,2
2102-6467,2023,all,8,6,6,4,7,6,3,2
2110-7017,2023,core,19,10,16,9,18,10,11,5
2110-7017,2023,all,22,10,18,9,20,10,12,5
2147-429X,2023,core,12,8,10,7,11,8,4,3
2147-429X,2023,all,13,8,11,7,12,8,5,3
2150-0894,2023,core,7,4,7,4,7,4,6,4
2150-0894,2023,all,7,4,7,4,7,4,6,4
2150-1351,2023,core,19,4,19,4,17,4,7,2
2150-1351,2023,all,21,4,21,4,18,4,8,2
2150-4857,2023,core,21,15,21,15,21,15,21,15
2150-4857,2023,all,24,15,22,15,24,15,22,15
2150-704X,2023,core,1,1,1,1,1,1,0,0
2150-704X,2023,all,1,1,1,1,1,1,0,0
2150-7759,2023,core,2,1,2,1,2,1,2,1
2150-7759,2023,all,31,2,31,2,31,2,27,2
2150-8097,2023,all,6,0,6,0,0,0,0,0
2151-2604,2023,core,13,11,13,11,12,10,11,9
2151-2604,2023,all,18,13,18,13,17,12,15,11
2151-3481,2023,core,1,0,1,0,1,0,1,0
2151-3481,2023,all,1,0,1,0,1,0,1,0
2151-464X,2023,core,163,77,150,74,159,77,91,43
2151-464X,2023,all,179,79,164,75,168,79,98,44
2151-5581,2023,core,2,1,1,1,2,1,1,1
2151-5581,2023,all,2,1,1,1,2,1,1,1
2152-0712,2023,core,17,12,16,11,16,11,13,9
2152-0712,2023,all,17,12,16,11,16,11,13,9
2152-0844,2023,core,7,2,7,2,7,2,7,2
2152-0844,2023,all,7,2,7,2,7,2,7,2
2152-2669,2023,core,21,6,20,6,21,6,16,5
2152-2669,2023,all,23,6,21,6,23,6,17,5
2152-2812,2023,core,7,4,5,3,6,3,4,2
2152-2812,2023,all,7,4,5,3,6,3,4,2
2152-3878,2023,core,18,15,18,15,18,15,10,8
2152-3878,2023,all,20,15,20,15,19,15,11,8
2153-0785,2023,core,33,22,31,20,31,22,24,16
2153-0785,2023,all,36,24,34,22,33,24,26,18
2153-2184,2023,core,10,2,10,2,6,1,6,1
2153-2184,2023,all,10,2,10,2,6,1,6,1
2153-2974,2023,core,4,2,4,2,4,2,4,2
2153-2974,2023,all,4,2,4,2,4,2,4,2
2153-3687,2023,core,5,4,4,4,5,4,3,3
2153-3687,2023,all,6,4,5,4,6,4,4,3
2153-5981,2023,core,15,11,15,11,15,11,14,10
2153-5981,2023,all,58,15,56,15,58,15,52,13
2153-9553,2023,core,2,2,1,1,2,2,1,1
2153-9553,2023,all,3,2,2,1,3,2,2,1
2153-957X,2023,core,1,1,1,1,1,1,1,1
2153-957X,2023,all,1,1,1,1,1,1,1,1
2153-9596,2023,core,29,18,29,18,29,18,28,17
2153-9596,2023,all,32,18,32,18,32,18,31,17
2154-0993,2023,core,1,1,1,1,1,1,1,1
2154-0993,2023,all,2,1,2,1,1,1,1,1
2154-1248,2023,core,3,3,3,3,3,3,0,0
2154-1248,2023,all,3,3,3,3,3,3,0,0
2154-1272,2023,core,2,1,2,1,2,1,1,0
2154-1272,2023,all,3,2,3,2,2,1,1,0
2154-8455,2023,core,13,7,13,7,13,7,13,7
2154-8455,2023,all,13,7,13,7,13,7,13,7
2154-896X,2023,core,14,9,14,9,14,9,14,9
2154-896X,2023,all,18,10,18,10,18,10,17,10
2155-0093,2023,core,21,17,20,16,21,17,20,16
2155-0093,2023,all,22,17,21,16,22,17,20,16
2155-1200,2023,core,1,1,1,1,1,1,1,1
2155-1200,2023,all,1,1,1,1,1,1,1,1
2155-286X,2023,core,1,0,1,0,1,0,0,0
2155-286X,2023,all,2,0,2,0,2,0,1,0
2155-5435,2023,core,297,204,241,181,290,201,27,20
2155-5435,2023,all,299,206,243,183,292,203,29,22
2155-8256,2023,core,1,0,1,0,0,0,0,0
2155-8256,2023,all,1,0,1,0,0,0,0,0
2156-3357,2023,core,11,3,8,2,9,3,5,2
2156-3357,2023,all,11,3,8,2,9,3,5,2
2156-3403,2023,core,23,12,21,10,23,12,18,9
2156-3403,2023,all,23,12,21,10,23,12,18,9
2156-342X,2023,core,7,6,7,6,7,6,4,3
2156-342X,2023,all,7,6,7,6,7,6,4,3
2156-3950,2023,core,17,8,15,8,16,8,10,6
2156-3950,2023,all,18,8,16,8,17,8,11,6
2156-4574,2023,core,2,0,2,0,2,0,2,0
2156-4574,2023,all,2,0,2,0,2,0,2,0
2156-6674,2023,core,1,0,1,0,1,0,1,0
2156-6674,2023,all,1,0,1,0,1,0,1,0
2156-7697,2023,core,9,7,9,7,9,7,9,7
2156-7697,2023,all,9,7,9,7,9,7,9,7
2156-8243,2023,core,25,21,25,21,25,21,24,20
2156-8243,2023,all,27,21,27,21,26,21,25,20
2156-8316,2023,core,18,6,18,6,17,6,16,6
2156-8316,2023,all,19,7,19,7,18,7,17,7
2156-8588,2023,core,59,55,59,55,59,55,55,51
2156-8588,2023,all,61,55,61,55,61,55,57,51
2156-8650,2023,core,42,31,39,29,42,31,35,26
2156-8650,2023,all,69,37,64,34,69,37,59,31
2156-8693,2023,core,6,3,6,3,6,3,6,3
2156-8693,2023,all,6,3,6,3,6,3,6,3
2157-3905,2023,core,1,1,1,1,1,1,1,1
2157-3905,2023,all,1,1,1,1,1,1,1,1
2157-5665,2023,core,7,0,5,0,7,0,3,0
2157-5665,2023,all,7,0,5,0,7,0,3,0
2157-6904,2023,core,15,3,14,3,2,0,1,0
2157-6904,2023,all,15,3,14,3,2,0,1,0
2157-846X,2023,core,26,12,24,11,25,12,4,1
2157-846X,2023,all,32,14,30,13,31,14,8,2
2157-9318,2023,core,15,8,15,8,15,8,14,8
2157-9318,2023,all,15,8,15,8,15,8,14,8
2158-2041,2023,core,25,25,25,25,25,25,21,21
2158-2041,2023,all,28,25,28,25,28,25,23,21
2158-379X,2023,core,15,13,15,13,15,13,14,12
2158-379X,2023,all,17,13,17,13,16,13,14,12
2158-656X,2023,core,9,0,8,0,2,0,1,0
2158-656X,2023,all,9,0,8,0,2,0,1,0
2158-7299,2023,core,1,0,1,0,1,0,1,0
2158-7299,2023,all,1,0,1,0,1,0,1,0
2159-0311,2023,core,6,4,5,3,6,4,5,3
2159-0311,2023,all,7,4,6,3,7,4,6,3
2159-032X,2023,core,16,8,16,8,16,8,16,8
2159-032X,2023,all,16,8,16,8,16,8,16,8
2159-4937,2023,core,10,5,10,5,10,5,9,5
2159-4937,2023,all,10,5,10,5,10,5,9,5
2159-676X,2023,core,39,31,37,30,38,31,35,29
2159-676X,2023,all,39,31,37,30,38,31,35,29
2159-6867,2023,core,25,17,23,16,25,17,13,9
2159-6867,2023,all,26,17,24,16,26,17,14,9
2159-8312,2023,core,4,2,4,2,4,2,4,2
2159-8312,2023,all,4,2,4,2,4,2,4,2
2159-9173,2023,core,16,12,15,11,16,12,14,11
2159-9173,2023,all,16,12,15,11,16,12,14,11
2160-3251,2023,core,4,0,4,0,3,0,1,0
2160-3251,2023,all,4,0,4,0,3,0,1,0
2160-486X,2023,core,10,5,8,5,10,5,7,4
2160-486X,2023,all,10,5,8,5,10,5,7,4
2160-6455,2023,core,9,2,9,2,1,0,1,0
2160-6455,2023,all,9,2,9,2,1,0,1,0
2160-6544,2023,core,12,6,11,6,12,6,11,6
2160-6544,2023,all,12,6,11,6,12,6,11,6
2160-763X,2023,core,9,7,8,6,8,6,4,3
2160-763X,2023,all,11,9,10,8,10,8,6,5
2161-1653,2023,core,47,28,43,28,46,28,7,6
2161-1653,2023,all,47,28,43,28,46,28,7,6
2161-3311,2023,core,26,19,19,14,26,19,11,8
2161-3311,2023,all,27,20,19,14,27,20,11,8
2161-3915,2023,core,21,9,20,8,19,9,11,4
2161-3915,2023,all,22,9,21,8,20,9,12,4
2161-5063,2023,core,90,73,78,64,90,73,11,7
2161-5063,2023,all,91,73,78,64,91,73,11,7
2161-8313,2023,core,33,33,30,30,33,33,18,18
2161-8313,2023,all,35,34,32,31,35,34,20,19
2161-9441,2023,core,2,1,2,1,2,1,2,1
2161-9441,2023,all,2,1,2,1,2,1,2,1
2162-0555,2023,core,6,2,4,1,6,2,3,1
2162-0555,2023,all,6,2,4,1,6,2,3,1
2162-2248,2023,core,4,0,4,0,1,0,0,0
2162-2248,2023,all,4,0,4,0,1,0,0,0
2162-2337,2023,core,45,14,40,14,42,14,24,13
2162-2337,2023,all,45,14,40,14,42,14,24,13
2162-237X,2023,core,108,20,100,19,50,9,14,4
2162-237X,2023,all,108,20,100,19,50,9,14,4
2162-2515,2023,core,4,3,3,2,4,3,2,1
2162-2515,2023,all,4,3,3,2,4,3,2,1
2162-2671,2023,core,53,25,50,23,52,25,42,21
2162-2671,2023,all,56,25,52,23,55,25,43,21
2162-2965,2023,core,14,6,13,6,13,6,10,6
2162-2965,2023,all,14,6,13,6,13,6,10,6
2162-4887,2023,core,10,6,10,6,10,6,9,5
2162-4887,2023,all,16,6,16,6,16,6,14,5
2162-4933,2023,core,4,2,4,2,4,2,3,2
2162-4933,2023,all,5,2,4,2,5,2,3,2
2162-4968,2023,core,22,18,21,17,21,18,10,9
2162-4968,2023,all,24,20,23,19,23,20,12,11
2162-8769,2023,core,15,8,12,8,13,6,8,4
2162-8769,2023,all,15,8,12,8,13,6,8,4
2163-0097,2023,core,6,4,6,4,0,0,0,0
2163-0097,2023,all,6,4,6,4,0,0,0,0
2163-0402,2023,core,1,0,1,0,1,0,1,0
2163-0402,2023,all,1,0,1,0,1,0,1,0
2163-0755,2023,core,7,5,7,5,7,5,5,4
2163-0755,2023,all,11,6,11,6,9,5,6,4
2163-5781,2023,core,5,2,5,2,5,2,4,1
2163-5781,2023,all,5,2,5,2,5,2,4,1
2163-9159,2023,core,4,0,4,0,1,0,1,0
2163-9159,2023,all,4,0,4,0,1,0,1,0
2164-0629,2023,core,30,21,30,21,30,21,26,18
2164-0629,2023,all,32,22,32,22,31,22,27,19
2164-1846,2023,core,4,3,3,3,4,3,3,3
2164-1846,2023,all,4,3,3,3,4,3,3,3
2164-3040,2023,core,4,1,3,1,4,1,3,1
2164-3040,2023,all,4,1,3,1,4,1,3,1
2164-604X,2023,core,5,0,5,0,5,0,5,0
2164-604X,2023,all,5,0,5,0,5,0,5,0
2164-6570,2023,core,10,8,8,6,9,7,7,5
2164-6570,2023,all,10,8,8,6,9,7,7,5
2164-7259,2023,core,28,24,28,24,28,24,24,20
2164-7259,2023,all,28,24,28,24,28,24,24,20
2165-0349,2023,core,7,5,7,5,7,5,7,5
2165-0349,2023,all,7,5,7,5,7,5,7,5
2165-0373,2023,core,14,5,13,5,13,5,4,2
2165-0373,2023,all,14,5,13,5,13,5,4,2
2165-0799,2023,core,8,6,8,6,7,6,6,5
2165-0799,2023,all,8,6,8,6,7,6,6,5
2165-1434,2023,core,1,0,1,0,1,0,1,0
2165-1434,2023,all,1,0,1,0,1,0,1,0
2165-7440,2023,core,12,11,12,11,12,11,11,10
2165-7440,2023,all,14,12,14,12,14,12,13,11
2165-9214,2023,core,2,2,2,2,2,2,2,2
2165-9214,2023,all,3,2,3,2,2,2,2,2
2166-2746,2023,core,17,8,16,7,17,8,8,3
2166-2746,2023,all,17,8,16,7,17,8,8,3
2167-0811,2023,core,57,48,53,45,57,48,50,42
2167-0811,2023,all,63,48,59,45,63,48,56,42
2167-4795,2023,core,18,10,18,10,17,10,17,10
2167-4795,2023,all,20,10,20,10,18,10,18,10
2167-4817,2023,core,1,0,1,0,1,0,1,0
2167-4817,2023,all,1,0,1,0,1,0,1,0
2167-4825,2023,core,6,4,5,3,6,4,1,0
2167-4825,2023,all,6,4,5,3,6,4,1,0
2167-4833,2023,core,5,4,4,3,5,4,2,1
2167-4833,2023,all,5,4,4,3,5,4,2,1
2167-4841,2023,core,1,1,1,1,1,1,1,1
2167-4841,2023,all,1,1,1,1,1,1,1,1
2167-4868,2023,core,2,1,1,0,2,1,0,0
2167-4868,2023,all,2,1,1,0,2,1,0,0
2167-583X,2023,core,17,11,17,11,16,11,11,7
2167-583X,2023,all,17,11,17,11,16,11,11,7
2167-6968,2023,core,34,25,33,25,32,24,22,16
2167-6968,2023,all,34,25,33,25,32,24,22,16
2167-7026,2023,core,35,19,34,19,35,19,26,15
2167-7026,2023,all,37,19,35,19,37,19,27,15
2167-8375,2023,core,6,0,5,0,2,0,1,0
2167-8375,2023,all,9,1,8,1,2,0,1,0
2167-8421,2023,core,39,27,37,26,38,26,21,13
2167-8421,2023,all,41,27,39,26,40,26,23,13
2167-8707,2023,all,1,1,0,0,1,1,0,0
2167-9169,2023,core,28,16,25,14,28,16,17,9
2167-9169,2023,all,32,17,29,15,32,17,21,10
