issn_l,cr_year,ta_articles,oa_articles
0969-0239,2023,116,99
0969-1413,2020,8,8
0969-1413,2021,15,6
0969-1413,2022,15,11
0969-1413,2023,11,10
0969-160X,2019,1,1
0969-160X,2020,3,1
0969-160X,2021,13,5
0969-160X,2022,9,7
0969-160X,2023,8,1
0969-2126,2021,8,0
0969-2126,2022,26,13
0969-2126,2023,30,16
0969-2290,2019,1,1
0969-2290,2020,5,4
0969-2290,2021,30,18
0969-2290,2022,21,21
0969-2290,2023,30,26
0969-5931,2019,1,0
0969-5931,2020,3,1
0969-5931,2021,15,4
0969-5931,2022,32,16
0969-5931,2023,44,18
0969-594X,2019,1,1
0969-594X,2020,2,0
0969-594X,2021,12,8
0969-594X,2022,14,8
0969-594X,2023,6,4
0969-5958,2021,9,3
0969-5958,2022,3,0
0969-5958,2023,12,7
0969-6016,2019,2,1
0969-6016,2020,5,3
0969-6016,2021,11,5
0969-6016,2022,39,23
0969-6016,2023,52,37
0969-6474,2020,3,0
0969-6474,2021,5,0
0969-6474,2022,6,0
0969-6474,2023,6,0
0969-6970,2019,6,5
0969-6970,2020,9,8
0969-6970,2021,16,14
0969-6970,2022,9,6
0969-6970,2023,10,9
0969-6989,2020,15,4
0969-6989,2021,32,11
0969-6989,2022,38,24
0969-6989,2023,59,36
0969-6997,2020,9,4
0969-6997,2021,15,5
0969-6997,2022,16,12
0969-6997,2023,33,19
0969-7128,2019,3,2
0969-7128,2020,11,6
0969-7128,2021,18,17
0969-7128,2022,11,10
0969-7128,2023,13,9
0969-725X,2021,1,1
0969-725X,2022,9,8
0969-725X,2023,3,2
0969-7330,2020,20,12
0969-7330,2021,20,13
0969-7330,2022,40,32
0969-7330,2023,52,39
0969-7764,2020,13,11
0969-7764,2021,18,15
0969-7764,2022,13,12
0969-7764,2023,15,13
0969-8043,2019,6,0
0969-8043,2020,24,7
0969-8043,2021,38,19
0969-8043,2022,37,15
0969-8043,2023,57,31
0969-8051,2020,3,1
0969-8051,2021,9,4
0969-8051,2022,19,14
0969-8051,2023,13,4
0969-806X,2019,1,0
0969-806X,2020,34,4
0969-806X,2021,28,6
0969-806X,2022,38,17
0969-806X,2023,50,23
0969-9082,2020,1,1
0969-9082,2021,24,7
0969-9082,2022,21,8
0969-9082,2023,19,12
0969-9260,2021,8,3
0969-9260,2022,3,3
0969-9260,2023,8,4
0969-9546,2021,7,0
0969-9546,2022,14,6
0969-9546,2023,7,1
0969-997X,2019,3,3
0969-997X,2020,3,2
0969-997X,2021,12,10
0969-997X,2022,23,18
0969-997X,2023,23,18
0969-9988,2020,1,0
0969-9988,2021,5,0
0969-9988,2022,11,0
0969-9988,2023,4,0
0970-3950,2020,3,2
0970-3950,2021,1,1
0970-3950,2022,1,1
0970-3950,2023,1,1
0970-4078,2022,1,1
0970-4140,2019,2,2
0970-4140,2020,2,1
0970-4140,2021,1,0
0970-4140,2022,1,1
0970-4140,2023,1,1
0970-9134,2019,3,0
0970-9134,2020,8,2
0970-9134,2021,8,3
0970-9134,2022,9,2
0970-9134,2023,9,3
0971-1554,2022,1,1
0971-3336,2020,2,2
0971-3336,2021,1,1
0971-3336,2022,2,2
0971-3336,2023,2,1
0971-3514,2020,6,4
0971-3514,2021,2,2
0971-3514,2022,3,2
0971-3514,2023,2,1
0971-3557,2021,2,0
0971-3557,2022,4,0
0971-3557,2023,6,4
0971-3611,2019,2,2
0971-3611,2020,1,0
0971-3611,2023,2,1
0971-4502,2019,3,2
0971-4502,2020,1,1
0971-4502,2021,1,1
0971-4502,2022,2,0
0971-4502,2023,1,0
0971-5215,2020,1,0
0971-5215,2021,1,1
0971-5215,2022,3,1
0971-5215,2023,3,2
0971-6858,2020,2,0
0971-6858,2022,2,2
0971-6858,2023,3,3
0971-7196,2020,3,1
0971-7196,2022,1,0
0971-7218,2020,2,1
0971-7218,2021,5,3
0971-7218,2022,3,3
0971-7218,2023,2,0
0971-7811,2022,1,1
0971-8044,2021,1,0
0971-8524,2021,1,1
0971-8524,2022,3,2
0971-8524,2023,1,1
0971-9458,2021,1,1
0971-9458,2023,2,2
0972-0634,2022,2,1
0972-0634,2023,6,5
0972-1509,2021,3,1
0972-1509,2022,3,3
0972-1509,2023,8,7
0972-1525,2019,1,1
0972-1525,2020,2,2
0972-1525,2021,3,3
0972-1525,2022,2,2
0972-1525,2023,3,3
0972-2629,2020,1,0
0972-2629,2021,2,1
0972-2629,2022,2,2
0972-2661,2021,1,0
0972-2661,2023,1,1
0972-2696,2020,1,1
0972-2696,2022,7,3
0972-2696,2023,10,7
0972-2815,2019,1,1
0972-2815,2020,1,1
0972-2815,2021,1,0
0972-2815,2022,5,1
0972-2815,2023,6,3
0972-558X,2022,3,1
0972-558X,2023,2,1
0972-5792,2022,3,2
0972-5792,2023,10,7
0972-6527,2022,1,1
0972-6527,2023,1,1
0972-7981,2023,1,0
0972-8201,2022,1,0
0972-8201,2023,1,0
0972-8279,2019,4,1
0972-8279,2020,5,1
0972-8279,2021,9,3
0972-8279,2022,11,5
0972-8279,2023,18,8
0972-978X,2020,14,2
0972-978X,2021,13,7
0972-978X,2022,13,6
0972-978X,2023,37,11
0973-0052,2022,2,2
0973-0052,2023,1,1
0973-0648,2020,6,3
0973-0648,2021,1,0
0973-0648,2022,1,0
0973-0788,2022,1,0
0973-0788,2023,2,1
0973-1342,2023,1,1
0973-1741,2020,2,1
0973-1741,2021,3,2
0973-1741,2022,5,2
0973-1741,2023,5,4
0973-1849,2021,1,0
0973-1849,2023,1,0
0973-2179,2023,3,0
0973-2586,2020,1,0
0973-2586,2021,2,1
0973-2586,2023,4,2
0973-4082,2020,4,2
0973-4082,2021,4,3
0973-4082,2022,3,1
0973-4082,2023,5,5
0973-4619,2020,1,0
0973-4619,2022,1,1
0973-4619,2023,1,0
0973-5348,2019,4,2
0973-5348,2020,11,11
0973-5348,2021,6,6
0973-5348,2022,3,3
0973-5348,2023,3,3
0973-6883,2020,1,0
0973-6883,2021,1,0
0973-6883,2022,9,2
0973-6883,2023,12,3
0973-7030,2020,2,0
0973-7030,2023,1,0
0973-7707,2020,3,3
0973-7707,2021,1,0
0973-7707,2022,10,3
0973-7707,2023,33,14
0973-9572,2021,1,1
0973-9572,2022,5,2
0973-9572,2023,2,1
0973-9793,2019,4,2
0973-9793,2020,8,4
0973-9793,2021,22,10
0973-9793,2022,18,7
0973-9793,2023,18,10
0974-0430,2019,1,1
0974-0430,2020,3,0
0974-0430,2021,3,2
0974-0430,2022,2,1
0974-0430,2023,1,0
0974-3006,2023,1,0
0974-3227,2020,1,0
0974-3227,2022,3,0
0974-3227,2023,2,0
0974-4053,2021,1,1
0974-4061,2022,1,1
0974-6862,2022,1,0
0974-6900,2019,2,1
0974-6900,2020,1,1
0974-6900,2023,1,0
0974-9101,2020,1,1
0974-9101,2021,2,0
0974-9101,2022,4,2
0974-9276,2021,8,4
0974-9276,2023,1,1
0974-9284,2022,3,0
0974-9306,2022,1,0
0974-9306,2023,1,1
0975-0770,2019,1,0
0975-0770,2021,7,6
0975-0770,2023,1,0
0975-0878,2021,1,1
0975-0878,2022,3,3
0975-0878,2023,5,5
0975-2498,2019,1,1
0975-2498,2022,5,5
0975-2498,2023,8,3
0975-4253,2021,1,0
0975-4253,2022,1,0
0975-4253,2023,3,0
0975-6434,2020,1,1
0975-6434,2021,2,0
0975-6434,2022,3,1
0975-6434,2023,1,1
0975-7651,2019,1,0
0975-7651,2020,2,1
0975-7651,2022,1,1
0975-8151,2020,1,1
0975-8151,2023,2,0
0976-0911,2021,1,0
0976-0911,2022,1,0
0976-0911,2023,3,2
0976-3996,2021,2,2
0976-3996,2023,2,0
0976-4348,2019,1,0
0976-4348,2020,2,2
0976-4348,2021,7,3
0976-4348,2022,5,3
0976-4348,2023,4,2
0976-5662,2020,1,0
0976-5662,2021,9,3
0976-5662,2022,20,2
0976-5662,2023,9,3
0976-7479,2020,1,0
0976-836X,2019,1,1
0976-836X,2020,4,2
0976-836X,2021,4,4
0976-836X,2022,3,1
0976-836X,2023,4,3
0976-8386,2019,1,0
0976-8386,2020,1,1
0976-8386,2021,2,2
0976-8386,2022,3,1
0976-8386,2023,1,0
0976-8432,2021,2,1
0976-8432,2022,1,1
0981-9428,2019,14,1
0981-9428,2020,13,2
0981-9428,2021,33,23
0981-9428,2022,11,9
0981-9428,2023,50,29
0985-0562,2020,3,0
0985-0562,2021,1,0
0985-0562,2023,5,0
0987-7053,2021,3,0
0987-7053,2022,6,4
0987-7053,2023,6,6
0988-3754,2020,2,2
0997-7538,2019,2,0
0997-7538,2020,9,5
0997-7538,2021,15,9
0997-7538,2022,31,19
0997-7538,2023,68,44
0997-7546,2019,1,0
0997-7546,2020,5,4
0997-7546,2021,6,0
0997-7546,2022,16,10
0997-7546,2023,28,13
1000-4424,2021,1,0
1000-4424,2023,2,0
1000-9000,2019,2,0
1000-9000,2020,4,0
1000-9000,2021,1,0
1000-9000,2022,1,0
1000-9000,2023,3,0
1000-9515,2019,1,0
1000-9515,2020,2,0
1000-9515,2021,1,0
1000-9515,2023,2,0
1001-0521,2020,1,0
1001-0521,2022,4,1
1001-0521,2023,1,0
1001-0602,2019,5,1
1001-0602,2020,10,4
1001-0602,2021,17,4
1001-0602,2022,12,3
1001-0602,2023,10,3
1001-0742,2019,1,0
1001-0742,2020,3,0
1001-0742,2021,3,0
1001-0742,2022,9,4
1001-0742,2023,13,4
1001-604X,2019,1,0
1001-604X,2020,4,1
1001-604X,2021,3,1
1001-604X,2022,5,3
1001-604X,2023,15,8
1001-6058,2019,1,0
1001-6058,2020,4,0
1001-6058,2021,6,0
1001-6058,2022,5,1
1001-6058,2023,4,0
1001-8042,2019,1,0
1001-8042,2021,1,1
1001-8042,2022,1,1
1001-8042,2023,5,2
1002-0063,2022,2,0
1002-0063,2023,1,0
1002-0721,2020,1,0
1002-0721,2022,3,1
1002-0721,2023,3,1
1003-2169,2019,2,1
1003-2169,2020,6,3
1003-2169,2021,4,4
1003-2169,2022,8,6
1003-2169,2023,2,1
1004-3756,2020,1,0
1004-3756,2021,1,0
1004-3756,2022,1,0
1004-3756,2023,4,0
1004-9541,2019,2,0
1004-9541,2021,7,1
1004-9541,2022,2,0
1004-9541,2023,3,1
1005-0302,2019,1,0
1005-0302,2020,4,0
1005-0302,2021,14,1
1005-0302,2022,29,2
1005-0302,2023,27,6
1005-9040,2021,2,0
1005-9040,2023,1,0
1006-7191,2020,1,0
1006-7191,2021,3,2
1006-7191,2022,2,1
1007-5704,2019,10,0
1007-5704,2020,15,3
1007-5704,2021,56,14
1007-5704,2022,49,16
1007-5704,2023,98,42
1007-662X,2020,3,2
1007-662X,2021,8,7
1007-662X,2022,8,5
1007-662X,2023,8,6
1009-6124,2019,1,0
1009-6124,2021,2,0
1009-6124,2023,1,0
1009-637X,2020,2,0
1009-637X,2021,1,0
1009-637X,2022,1,0
1009-637X,2023,1,0
1010-061X,2019,7,4
1010-061X,2020,52,32
1010-061X,2021,39,32
1010-061X,2022,65,60
1010-061X,2023,54,44
1010-0652,2021,15,3
1010-0652,2022,20,14
1010-0652,2023,26,17
1010-5182,2020,6,0
1010-5182,2021,18,13
1010-5182,2022,15,10
1010-5182,2023,26,14
1010-5395,2020,1,0
1010-5395,2021,2,2
1010-5395,2022,7,5
1010-5395,2023,16,6
1010-6030,2019,11,0
1010-6030,2020,13,3
1010-6030,2021,19,7
1010-6030,2022,11,5
1010-6030,2023,40,21
1010-7940,2019,5,0
1010-7940,2020,7,1
1010-7940,2021,68,17
1010-7940,2022,91,28
1010-7940,2023,84,31
1011-0070,2019,15,8
1011-0070,2020,29,16
1011-0070,2021,24,15
1011-0070,2022,26,21
1011-0070,2023,39,29
1011-1344,2019,6,0
1011-1344,2020,10,5
1011-1344,2021,19,9
1011-1344,2022,23,21
1011-1344,2023,23,10
1011-372X,2019,20,17
1011-372X,2020,17,10
1011-372X,2021,24,22
1011-372X,2022,15,10
1011-372X,2023,10,6
1011-6125,2019,2,2
1011-6125,2020,5,4
1011-6125,2021,6,5
1011-6125,2022,5,5
1011-6125,2023,6,6
1011-6370,2020,1,0
1011-6370,2021,3,0
1011-6370,2022,1,0
1011-6370,2023,1,0
1012-2443,2019,2,2
1012-2443,2020,7,3
1012-2443,2021,22,17
1012-2443,2022,19,15
1012-2443,2023,38,25
1012-6902,2020,19,12
1012-6902,2021,27,24
1012-6902,2022,24,20
1012-6902,2023,34,29
1012-8255,2023,1,0
1012-9405,2019,1,0
1012-9405,2020,3,0
1012-9405,2022,2,1
1012-9405,2023,9,6
1013-1752,2021,1,1
1013-1752,2022,1,0
1013-1752,2023,1,1
1013-7548,2019,1,1
1013-7548,2021,1,1
1013-7548,2022,1,0
1015-1621,2019,4,2
1015-1621,2020,11,9
1015-1621,2021,13,11
1015-1621,2022,20,16
1015-1621,2023,27,23
1015-2008,2019,1,1
1015-2008,2020,4,1
1015-2008,2021,4,2
1015-2008,2022,5,2
1015-2008,2023,9,8
1015-3802,2019,1,1
1015-3802,2020,5,2
1015-3802,2021,7,7
1015-3802,2022,8,7
1015-3802,2023,20,19
1015-3837,2019,3,3
1015-3837,2020,4,3
1015-3837,2021,9,8
1015-3837,2022,8,7
1015-3837,2023,11,9
1015-5759,2021,12,0
1015-5759,2022,13,9
1015-5759,2023,20,15
1015-9770,2019,3,3
1015-9770,2020,6,5
1015-9770,2021,10,9
1015-9770,2022,7,7
1015-9770,2023,5,4
1016-2291,2021,2,1
1016-2291,2022,2,1
1016-2291,2023,3,3
1016-264X,2021,17,10
1016-264X,2022,10,8
1016-264X,2023,7,6
1016-3328,2020,1,1
1016-3328,2021,5,3
1016-3328,2022,4,3
1016-3328,2023,3,2
1016-443X,2019,6,5
1016-443X,2020,15,7
1016-443X,2021,12,8
1016-443X,2022,10,8
1016-443X,2023,13,9
1016-4987,2023,1,1
1016-6262,2021,6,3
1016-6262,2022,8,6
1016-6262,2023,3,2
1016-8664,2019,1,1
1016-8664,2020,2,1
1016-8664,2021,3,2
1016-8664,2022,3,1
1016-8664,2023,2,0
1016-8737,2021,1,1
1016-8737,2023,2,0
1016-9040,2021,6,4
1016-9040,2022,1,1
1016-9040,2023,4,3
1017-060X,2020,1,1
1017-060X,2023,1,0
1017-1398,2019,4,3
1017-1398,2020,21,10
1017-1398,2021,27,22
1017-1398,2022,52,42
1017-1398,2023,40,29
1017-6772,2020,2,1
1017-6772,2021,2,0
1017-6772,2022,3,1
1017-6772,2023,2,1
1017-9909,2023,1,0
1018-1172,2019,1,1
1018-1172,2021,1,1
1018-1172,2022,3,3
1018-1172,2023,2,2
1018-2101,2021,1,0
1018-2101,2022,2,2
1018-2438,2019,2,1
1018-2438,2020,6,2
1018-2438,2021,12,7
1018-2438,2022,8,7
1018-2438,2023,4,3
1018-4813,2019,48,21
1018-4813,2020,60,31
1018-4813,2021,93,58
1018-4813,2022,102,69
1018-4813,2023,89,58
1018-4864,2020,2,2
1018-4864,2021,3,0
1018-4864,2022,3,2
1018-4864,2023,4,4
1018-5291,2021,1,0
1018-5291,2023,1,1
1018-5895,2020,6,1
1018-5895,2021,9,5
1018-5895,2022,11,8
1018-5895,2023,8,4
1018-6301,2020,1,0
1018-6301,2021,2,1
1018-6301,2022,2,1
1018-6301,2023,6,3
1018-8665,2019,1,1
1018-8665,2020,10,3
1018-8665,2021,24,12
1018-8665,2022,14,14
1018-8665,2023,14,11
1018-8827,2019,47,35
1018-8827,2020,105,82
1018-8827,2021,104,91
1018-8827,2022,123,96
1018-8827,2023,104,89
1019-2557,2019,1,0
1019-2557,2021,6,4
1019-2557,2022,4,4
1019-2557,2023,6,5
1019-3316,2021,2,0
1019-6781,2019,4,4
1019-6781,2020,35,28
1019-6781,2021,32,29
1019-6781,2022,64,58
1019-6781,2023,38,36
1019-7168,2019,7,5
1019-7168,2020,20,11
1019-7168,2021,34,27
1019-7168,2022,26,21
1019-7168,2023,32,27
1020-4067,2021,11,5
1020-4067,2022,7,5
1020-4067,2023,10,9
1021-4437,2019,1,0
1021-4437,2020,1,0
1021-7401,2021,2,1
1021-7401,2022,2,1
1021-7401,2023,4,4
1021-7762,2019,2,2
1021-7762,2020,2,2
1021-7762,2021,1,1
1021-7762,2022,2,2
1021-7762,2023,4,4
1021-9722,2019,2,2
1021-9722,2020,31,13
1021-9722,2021,21,16
1021-9722,2022,29,23
1021-9722,2023,29,20
1022-0038,2019,6,5
1022-0038,2020,3,2
1022-0038,2021,11,9
1022-0038,2022,11,7
1022-0038,2023,15,14
1022-0119,2019,1,1
1022-0119,2020,1,1
1022-0119,2021,2,1
1022-0119,2022,4,2
1022-0461,2019,1,0
1022-0461,2021,8,3
1022-0461,2022,5,2
1022-0461,2023,12,6
1022-1336,2019,41,26
1022-1336,2020,57,45
1022-1336,2021,55,48
1022-1336,2022,73,56
1022-1336,2023,81,60
1022-1344,2019,3,0
1022-1344,2020,5,4
1022-1344,2021,10,9
1022-1344,2022,7,4
1022-1344,2023,16,12
1022-1352,2019,37,24
1022-1352,2020,31,20
1022-1352,2021,42,37
1022-1352,2022,109,90
1022-1352,2023,96,81
1022-1360,2019,13,0
1022-1360,2020,21,0
1022-1360,2021,45,3
1022-1360,2022,95,63
1022-1360,2023,43,17
1022-1824,2019,14,7
1022-1824,2020,18,9
1022-1824,2021,54,38
1022-1824,2022,26,20
1022-1824,2023,27,22
1022-4556,2019,1,1
1022-4556,2020,4,4
1022-4556,2021,7,5
1022-4556,2022,8,7
1022-4556,2023,1,1
1022-5528,2019,9,6
1022-5528,2020,38,26
1022-5528,2021,35,29
1022-5528,2022,30,26
1022-5528,2023,34,30
1022-5706,2021,1,0
1022-5706,2022,3,3
1022-5706,2023,1,1
1022-6877,2019,5,5
1022-6877,2020,8,7
1022-6877,2021,10,7
1022-6877,2022,15,11
1022-6877,2023,15,14
1022-7954,2019,3,0
1022-7954,2020,4,0
1022-7954,2022,1,0
1022-8195,2021,1,1
1022-8195,2022,1,1
1022-8195,2023,1,0
1022-9760,2019,4,3
1022-9760,2020,8,5
1022-9760,2021,17,12
1022-9760,2022,19,12
1022-9760,2023,15,12
1023-0807,2023,3,1
1023-1935,2019,1,0
1023-1935,2020,3,0
1023-1935,2021,1,0
1023-263X,2020,22,16
1023-263X,2021,31,23
1023-263X,2022,16,9
1023-263X,2023,23,17
1023-3830,2019,7,6
1023-3830,2020,14,7
1023-3830,2021,8,6
1023-3830,2022,12,9
1023-3830,2023,19,14
1023-6198,2021,2,1
1023-6198,2023,10,3
1023-6244,2021,3,1
1023-666X,2020,1,0
1023-666X,2022,1,1
1023-7267,2020,1,1
1023-7267,2021,2,2
1023-7267,2022,2,1
1023-7267,2023,6,4
1023-8166,2023,1,0
1023-8883,2019,14,14
1023-8883,2020,32,28
1023-8883,2021,42,37
1023-8883,2022,43,38
1023-8883,2023,31,26
1024-2422,2022,1,0
1024-2422,2023,1,1
1024-2589,2019,2,0
1024-2589,2020,8,3
1024-2589,2021,16,14
1024-2589,2022,18,13
1024-2589,2023,21,16
1024-2694,2019,1,0
1024-2694,2020,4,3
1024-2694,2021,9,7
1024-2694,2022,9,6
1024-2694,2023,8,4
1024-5294,2020,14,11
1024-5294,2021,17,12
1024-5294,2022,19,18
1024-5294,2023,23,21
1024-6029,2021,1,1
1024-6029,2022,3,2
1024-6029,2023,5,2
1024-8560,2022,1,0
1025-3866,2019,2,1
1025-3866,2020,8,4
1025-3866,2021,5,4
1025-3866,2022,19,11
1025-3866,2023,13,9
1025-5842,2019,1,1
1025-5842,2020,5,3
1025-5842,2021,7,5
1025-5842,2022,8,7
1025-5842,2023,12,10
1025-6016,2021,3,1
1025-6016,2022,1,1
1025-6016,2023,2,1
1025-9112,2019,2,2
1025-9112,2020,3,3
1025-9112,2021,12,6
1025-9112,2022,10,5
1025-9112,2023,12,10
1025-9996,2023,1,0
1026-1265,2019,1,1
1026-1265,2020,1,1
1026-1265,2022,1,0
1026-549X,2022,2,2
1026-549X,2023,1,0
1026-7158,2023,1,1
1026-7417,2019,1,1
1026-7417,2021,3,0
1026-7417,2022,2,2
1026-7417,2023,2,1
1026-7530,2021,2,0
1026-7654,2021,1,1
1026-7654,2022,5,3
1026-7654,2023,10,9
1026-7670,2021,1,1
1026-7670,2022,1,1
1026-7670,2023,5,2
1026-7719,2019,2,2
1026-7719,2021,1,0
1026-7719,2022,1,0
1026-7719,2023,3,2
1026-7743,2020,2,2
1026-7743,2021,1,0
1026-7743,2022,2,2
1026-776X,2019,1,0
1026-776X,2022,1,1
1026-7816,2021,4,3
1026-7816,2022,2,1
1026-7816,2023,5,2
1026-7999,2021,2,2
1026-7999,2022,1,1
1026-7999,2023,3,0
1026-8022,2019,3,2
1026-8022,2020,9,2
1026-8022,2021,24,11
1026-8022,2022,20,6
1026-8022,2023,34,8
1027-4510,2020,1,0
1027-4510,2021,1,0
1027-4510,2022,1,0
1027-8591,2022,1,1
1027-8591,2023,2,0
1028-2580,2020,1,0
1028-2580,2022,2,1
1028-2580,2023,7,5
1028-3153,2020,6,4
1028-3153,2021,11,8
1028-3153,2022,14,13
1028-3153,2023,11,10
1028-415X,2021,10,8
1028-415X,2022,7,6
1028-415X,2023,4,2
1028-6276,2019,1,1
1028-6276,2020,1,1
1028-6276,2021,1,1
1028-6608,2020,1,1
1028-6608,2021,7,4
1028-6608,2022,6,5
1028-6608,2023,6,5
1028-6632,2019,3,2
1028-6632,2020,8,6
1028-6632,2021,25,12
1028-6632,2022,28,16
1028-6632,2023,28,20
1029-1954,2020,1,1
1029-1954,2021,1,1
1029-2470,2021,4,3
1029-2470,2022,2,1
1029-2470,2023,1,1
1029-3523,2023,2,0
1029-5399,2021,8,5
1029-5399,2022,3,3
1029-5399,2023,1,1
1029-8428,2019,14,12
1029-8428,2020,11,8
1029-8428,2021,14,10
1029-8428,2022,5,2
1029-8428,2023,6,4
1029-8436,2019,2,2
1029-8436,2020,4,2
1029-8436,2021,5,5
1029-8436,2022,14,13
1029-8436,2023,16,10
1029-8649,2019,1,0
1029-8649,2020,8,8
1029-8649,2021,8,5
1029-8649,2022,14,11
1029-8649,2023,18,15
1029-9599,2020,2,0
1029-9599,2021,4,0
1029-9599,2023,1,0
1030-1763,2019,1,1
1030-1763,2021,2,2
1030-1763,2022,2,1
1030-1763,2023,15,12
1030-1887,2021,6,0
1030-1887,2022,9,0
1030-1887,2023,8,0
1030-4312,2019,1,1
1030-4312,2020,1,1
1030-4312,2021,5,5
1030-4312,2022,3,1
1030-4312,2023,49,38
1030-9616,2021,1,0
1030-9616,2023,3,0
1031-3613,2021,8,0
1031-3613,2022,12,0
1031-3613,2023,3,0
1031-461X,2020,1,0
1031-461X,2021,3,0
1031-461X,2022,1,0
1031-461X,2023,80,19
1032-3732,2020,2,1
1032-3732,2021,11,8
1032-3732,2022,7,3
1032-3732,2023,16,14
1033-1867,2020,1,1
1033-1867,2021,1,0
1033-1867,2022,3,1
1033-1867,2023,38,20
1033-2170,2019,5,3
1033-2170,2020,6,4
1033-2170,2021,4,4
1033-2170,2022,18,15
1033-2170,2023,19,17
1034-4233,2023,2,1
1034-4810,2019,1,1
1034-4810,2020,23,5
1034-4810,2021,38,7
1034-4810,2022,201,93
1034-4810,2023,113,56
1034-5329,2021,2,1
1034-5329,2022,1,0
1034-5329,2023,36,18
1034-912X,2019,4,4
1034-912X,2020,4,3
1034-912X,2021,9,6
1034-912X,2022,4,4
1034-912X,2023,7,2
1035-0330,2020,9,8
1035-0330,2021,16,13
1035-0330,2022,6,6
1035-0330,2023,11,8
1035-3046,2020,8,3
1035-3046,2021,5,0
1035-3046,2022,7,6
1035-3046,2023,36,23
1035-3712,2021,26,0
1035-3712,2022,46,0
1035-3712,2023,35,0
1035-6908,2020,1,1
1035-6908,2021,1,0
1035-6908,2022,16,10
1035-6908,2023,11,8
1035-719X,2022,2,2
1035-719X,2023,7,6
1035-7718,2021,2,0
1035-7718,2022,6,3
1035-7718,2023,34,28
1035-7823,2019,1,0
1035-7823,2020,2,0
1035-7823,2021,8,0
1035-7823,2022,8,5
1035-7823,2023,37,5
1035-8811,2020,3,1
1035-8811,2021,2,0
1035-8811,2022,19,12
1035-8811,2023,15,2
1036-1073,2022,59,50
1036-1073,2023,104,89
1036-1146,2020,3,1
1036-1146,2021,2,1
1036-1146,2022,1,1
1036-1146,2023,23,17
1036-7314,2020,6,2
1036-7314,2021,6,2
1036-7314,2022,12,6
1036-7314,2023,105,27
1036-9872,2022,4,0
1036-9872,2023,3,0
1037-0196,2022,1,0
1037-0196,2023,23,5
1037-1397,2020,1,0
1037-1397,2021,6,3
1037-1397,2022,2,1
1037-1397,2023,15,2
1037-1656,2019,1,1
1037-1656,2020,1,1
1037-1656,2023,6,2
1037-6178,2020,1,0
1037-6178,2021,4,2
1037-6178,2022,2,2
1037-6178,2023,25,13
1037-969X,2020,2,1
1037-969X,2021,1,1
1037-969X,2023,35,29
1038-1562,2022,19,18
1038-1562,2023,18,15
1038-2046,2020,1,1
1038-2046,2021,3,2
1038-2046,2022,3,2
1038-2046,2023,5,4
1038-2097,2021,27,0
1038-2097,2022,21,0
1038-2097,2023,18,0
1038-3441,2021,3,3
1038-3441,2022,2,1
1038-3441,2023,14,11
1038-4111,2021,2,2
1038-4111,2022,14,6
1038-4111,2023,10,8
1038-4162,2021,1,0
1038-4162,2022,1,1
1038-4162,2023,3,2
1038-4871,2021,1,0
1038-4871,2022,2,2
1038-4871,2023,9,3
1038-5282,2020,2,1
1038-5282,2022,90,62
1038-5282,2023,95,78
1039-8562,2020,1,0
1039-8562,2021,3,2
1039-8562,2022,1,0
1039-8562,2023,123,71
1040-0397,2019,6,2
1040-0397,2020,16,8
1040-0397,2021,13,11
1040-0397,2022,27,13
1040-0397,2023,30,13
1040-0400,2019,18,12
1040-0400,2020,13,8
1040-0400,2021,17,14
1040-0400,2022,30,10
1040-0400,2023,10,5
1040-0419,2019,1,1
1040-0419,2020,4,1
1040-0419,2021,5,4
1040-0419,2022,7,5
1040-0419,2023,12,10
1040-0435,2019,4,4
1040-0435,2021,13,6
1040-0435,2022,6,1
1040-0435,2023,13,6
1040-0605,2021,5,0
1040-0605,2022,1,0
1040-0605,2023,4,0
1040-1334,2021,12,10
1040-1334,2022,6,5
1040-1334,2023,16,7
1040-2004,2019,4,4
1040-2004,2020,3,2
1040-2004,2021,8,5
1040-2004,2022,5,4
1040-2004,2023,8,5
1040-2446,2021,6,0
1040-2446,2022,9,1
1040-2446,2023,6,2
1040-2659,2022,1,0
1040-2659,2023,2,2
1040-3590,2022,1,0
1040-3590,2023,2,2
1040-452X,2019,3,2
1040-452X,2020,8,2
1040-452X,2021,5,3
1040-452X,2022,15,11
1040-452X,2023,14,11
1040-4651,2019,1,0
1040-4651,2020,35,6
1040-4651,2021,56,30
1040-4651,2022,73,22
1040-4651,2023,42,34
1040-5488,2021,3,1
1040-5488,2022,2,2
1040-5488,2023,5,2
1040-6182,2020,15,2
1040-6182,2021,30,7
1040-6182,2022,37,14
1040-6182,2023,58,26
1040-6190,2020,2,2
1040-6190,2021,5,2
1040-6190,2022,5,5
1040-6190,2023,18,8
1040-6387,2020,2,0
1040-6387,2021,24,13
1040-6387,2022,23,17
1040-6387,2023,24,17
1040-726X,2019,7,6
1040-726X,2020,25,20
1040-726X,2021,23,21
1040-726X,2022,24,21
1040-726X,2023,61,57
1040-7278,2019,3,3
1040-7278,2020,4,3
1040-7278,2021,7,6
1040-7278,2022,7,4
1040-7278,2023,5,4
1040-7294,2019,3,2
1040-7294,2020,18,13
1040-7294,2021,45,32
1040-7294,2022,27,17
1040-7294,2023,21,16
1040-7308,2019,8,8
1040-7308,2020,7,6
1040-7308,2021,10,9
1040-7308,2022,24,16
1040-7308,2023,29,25
1040-7383,2020,4,0
1040-7383,2021,3,0
