issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
1524-9050,2021,core,17,6,15,5,13,5,9,4
1524-9557,2021,all,2,0,2,0,2,0,1,0
1524-9557,2021,core,2,0,2,0,2,0,1,0
1525-0016,2021,all,36,8,33,3,6,6,1,1
1525-0016,2021,core,5,7,2,2,5,5,0,0
1525-1578,2021,all,18,25,15,13,19,17,5,5
1525-1578,2021,core,17,24,15,13,18,16,5,5
1525-4135,2021,all,10,3,9,2,10,3,8,2
1525-4135,2021,core,9,3,8,2,9,3,7,2
1525-5050,2021,all,64,25,62,20,59,19,40,14
1525-5050,2021,core,59,24,57,19,54,18,35,13
1525-6103,2021,all,8,4,7,3,7,3,3,2
1525-6103,2021,core,8,4,7,3,7,3,3,2
1525-7304,2021,all,16,8,15,7,15,7,10,6
1525-7304,2021,core,15,8,14,7,14,7,9,6
1525-7401,2021,all,1,0,1,0,1,0,1,0
1525-7401,2021,core,1,0,1,0,1,0,1,0
1525-7770,2021,all,3,5,3,3,4,4,2,2
1525-7770,2021,core,3,5,3,3,4,4,2,2
1525-7797,2021,all,99,63,93,31,105,36,18,4
1525-7797,2021,core,99,63,93,31,105,36,18,4
1525-822X,2021,all,5,4,5,3,5,3,3,2
1525-822X,2021,core,5,4,5,3,5,3,3,2
1525-8610,2021,all,83,47,79,36,85,38,51,27
1525-8610,2021,core,68,47,64,36,71,38,41,27
1526-0542,2021,all,5,3,5,2,3,2,2,1
1526-0542,2021,core,5,3,5,2,3,2,2,1
1526-2375,2021,all,36,14,35,10,33,10,15,6
1526-2375,2021,core,32,14,31,10,29,10,11,6
1526-498X,2021,all,41,39,41,26,38,25,19,12
1526-498X,2021,core,41,39,41,26,38,25,19,12
1526-5161,2021,all,42,8,40,7,41,7,35,6
1526-5161,2021,core,4,4,4,3,4,3,3,2
1526-5900,2021,all,24,25,24,16,20,15,8,6
1526-5900,2021,core,21,25,21,16,20,15,8,6
1526-6125,2021,all,41,31,37,21,43,26,23,16
1526-6125,2021,core,41,31,37,21,43,26,23,16
1526-8209,2021,all,10,4,10,3,9,3,7,2
1526-8209,2021,core,10,4,10,3,9,3,7,2
1526-9248,2021,all,6,4,6,3,6,3,4,2
1526-9248,2021,core,6,4,6,3,6,3,4,2
1526-9523,2021,all,1,0,1,0,1,0,1,0
1526-9523,2021,core,1,0,1,0,1,0,1,0
1526-954X,2021,all,5,9,5,5,5,5,1,1
1526-954X,2021,core,5,9,5,5,5,5,1,1
1527-0025,2021,all,16,10,16,9,15,9,14,8
1527-0025,2021,core,16,10,16,9,15,9,14,8
1527-2737,2021,all,9,6,9,5,7,3,6,2
1527-2737,2021,core,9,6,9,5,7,3,6,2
1527-4160,2021,all,2,1,2,1,2,1,2,1
1527-4160,2021,core,2,1,2,1,2,1,2,1
1527-4764,2021,all,22,10,22,9,22,9,20,8
1527-4764,2021,core,21,10,21,9,21,9,19,8
1527-5930,2021,all,2,2,2,1,2,1,1,0
1527-5930,2021,core,2,2,2,1,2,1,1,0
1527-6465,2021,all,34,12,33,8,32,8,14,4
1527-6465,2021,core,17,11,16,7,15,7,5,3
1527-6546,2021,all,3,4,3,3,3,3,2,2
1527-6546,2021,core,3,4,3,3,3,3,2,2
1528-0691,2021,all,29,26,26,14,30,17,8,5
1528-0691,2021,core,29,26,26,14,30,17,8,5
1528-0837,2021,all,12,7,12,4,12,4,7,1
1528-0837,2021,core,12,7,12,4,12,4,7,1
1528-3577,2021,all,6,2,6,2,6,2,6,2
1528-3577,2021,core,6,2,6,2,6,2,6,2
1528-4042,2021,all,10,11,9,7,10,7,4,3
1528-4042,2021,core,10,11,9,7,10,7,4,3
1528-7483,2021,all,107,49,94,27,113,33,36,11
1528-7483,2021,core,107,49,94,27,113,33,36,11
1529-1006,2021,all,1,1,1,1,1,1,1,1
1529-2908,2021,all,16,4,12,2,13,2,1,0
1529-2908,2021,core,12,4,9,2,10,2,0,0
1529-3785,2021,all,3,0,3,0,3,0,3,0
1529-3785,2021,core,3,0,3,0,3,0,3,0
1529-5192,2021,all,1,1,1,1,1,1,1,1
1529-5192,2021,core,1,1,1,1,1,1,1,1
1529-7322,2021,all,11,13,11,8,12,9,6,4
1529-7322,2021,core,11,13,11,8,12,9,6,4
1529-7489,2021,all,10,5,9,3,10,4,8,2
1529-7489,2021,core,10,5,9,3,10,4,8,2
1529-7535,2021,all,10,0,10,0,10,0,10,0
1529-7535,2021,core,6,0,6,0,6,0,6,0
1529-8868,2021,all,6,7,6,6,6,6,5,5
1529-8868,2021,core,6,7,6,6,6,6,5,5
1529-9104,2021,all,1,0,1,0,1,0,1,0
1529-9430,2021,all,31,17,31,13,31,12,22,8
1529-9430,2021,core,28,16,28,12,27,11,19,7
1529-9732,2021,all,8,6,8,4,9,5,5,3
1529-9732,2021,core,8,6,8,4,9,5,5,3
1530-437X,2021,all,28,12,27,10,27,11,22,9
1530-437X,2021,core,28,12,27,10,27,11,22,9
1530-4388,2021,all,1,0,1,0,1,0,1,0
1530-4388,2021,core,1,0,1,0,1,0,1,0
1530-6984,2021,all,178,95,154,47,204,58,49,10
1530-6984,2021,core,177,95,153,47,202,58,48,10
1530-7026,2021,all,49,41,48,32,48,34,34,25
1530-7026,2021,core,45,41,44,32,45,34,32,25
1530-7085,2021,all,21,10,21,8,21,8,15,6
1530-7085,2021,core,18,10,18,8,18,8,12,6
1530-7905,2021,all,3,2,3,2,2,2,2,2
1530-7905,2021,core,3,2,3,2,2,2,2,2
1530-8014,2021,all,2,1,2,1,2,1,2,1
1530-8014,2021,core,2,1,2,1,2,1,2,1
1530-891X,2021,all,9,0,8,0,8,0,4,0
1530-891X,2021,core,6,0,5,0,5,0,2,0
1530-9576,2021,all,3,4,3,3,2,2,1,1
1530-9576,2021,core,3,4,3,3,2,2,1,1
1530-9932,2021,all,29,39,25,20,28,23,5,4
1530-9932,2021,core,28,39,24,20,27,23,5,4
1531-0361,2021,all,3,1,3,1,2,1,1,1
1531-0361,2021,core,3,1,3,1,2,1,1,1
1531-1309,2021,all,5,3,5,3,5,3,5,3
1531-1309,2021,core,5,3,5,3,5,3,5,3
1531-426X,2021,all,14,2,14,2,14,2,14,2
1531-426X,2021,core,9,2,9,2,9,2,9,2
1531-7129,2021,all,16,3,16,3,15,3,12,3
1531-7129,2021,core,15,3,15,3,14,3,12,3
1532-0383,2021,all,1,0,1,0,1,0,1,0
1532-0383,2021,core,1,0,1,0,1,0,1,0
1532-0456,2021,all,9,4,9,3,8,3,5,2
1532-0456,2021,core,9,4,9,3,8,3,5,2
1532-0464,2021,all,34,41,34,30,36,32,25,21
1532-0464,2021,core,34,41,34,30,36,32,25,21
1532-0626,2021,all,37,16,36,10,34,9,18,3
1532-0626,2021,core,34,16,33,10,31,9,16,3
1532-3005,2021,all,18,9,18,8,17,8,16,7
1532-3005,2021,core,18,9,18,8,17,8,16,7
1532-3382,2021,all,8,4,7,2,8,3,5,1
1532-3382,2021,core,4,4,3,2,4,3,1,1
1532-4400,2021,all,4,5,4,3,3,3,1,1
1532-4400,2021,core,4,5,4,3,3,3,1,1
1532-5008,2021,all,3,1,3,1,3,1,3,1
1532-5008,2021,core,3,1,3,1,3,1,3,1
1532-5024,2021,all,6,1,5,1,6,1,5,1
1532-5024,2021,core,4,1,4,1,4,1,4,1
1532-6349,2021,all,2,1,2,1,2,1,2,1
1532-6349,2021,core,2,1,2,1,2,1,2,1
1532-673X,2021,all,6,4,6,3,4,3,3,2
1532-673X,2021,core,6,4,6,3,4,3,3,2
1532-6942,2021,all,7,5,7,5,7,5,6,5
1532-6942,2021,core,7,5,7,5,7,5,6,5
1532-7078,2021,all,20,9,19,6,20,7,16,4
1532-7078,2021,core,20,9,19,6,20,7,16,4
1532-7086,2021,all,15,10,15,10,15,10,13,10
1532-7086,2021,core,14,10,14,10,14,10,13,10
1532-7701,2021,all,8,4,8,4,8,4,8,4
1532-7701,2021,core,7,4,7,4,7,4,7,4
1532-7957,2021,all,3,2,3,2,2,2,2,2
1532-7957,2021,core,3,2,3,2,2,2,2,2
1533-0028,2021,all,9,1,9,1,7,1,3,1
1533-0028,2021,core,5,1,5,1,3,1,1,1
1533-2640,2021,all,9,2,9,2,9,2,9,2
1533-2640,2021,core,6,1,6,1,6,1,6,1
1533-4058,2021,all,5,0,5,0,5,0,2,0
1533-4058,2021,core,5,0,5,0,5,0,2,0
1533-5399,2021,all,9,0,9,0,7,0,6,0
1533-5399,2021,core,8,0,8,0,6,0,5,0
1533-6077,2021,all,2,0,2,0,2,0,2,0
1533-6077,2021,core,2,0,2,0,2,0,2,0
1534-3081,2021,all,10,5,10,4,9,4,7,3
1534-3081,2021,core,10,5,10,4,9,4,7,3
1534-4827,2021,all,10,8,9,4,10,5,2,1
1534-4827,2021,core,10,8,9,4,10,5,2,1
1534-4843,2021,all,1,0,1,0,1,0,1,0
1534-4843,2021,core,1,0,1,0,1,0,1,0
1534-5807,2021,all,37,59,34,31,40,36,9,8
1534-5807,2021,core,28,47,26,24,30,27,5,4
1534-6277,2021,all,19,13,18,8,17,8,8,3
1534-6277,2021,core,19,13,18,8,17,8,8,3
1534-6501,2021,all,3,2,2,1,3,1,1,0
1534-6501,2021,core,3,2,2,1,3,1,1,0
1534-7346,2021,all,11,3,10,2,10,1,5,0
1534-7346,2021,core,9,1,8,1,8,0,4,0
1535-1084,2021,all,7,5,5,3,6,3,1,1
1535-1084,2021,core,7,5,5,3,6,3,1,1
1535-1459,2021,all,25,11,25,9,25,9,21,7
1535-1459,2021,core,25,11,25,9,25,9,21,7
1535-3893,2021,all,76,58,68,31,80,38,19,11
1535-3893,2021,core,76,58,68,31,80,38,19,11
1535-3958,2021,all,42,22,41,15,39,14,20,7
1535-3958,2021,core,41,22,40,15,38,14,20,7
1535-6108,2021,all,16,26,15,14,15,14,3,2
1535-6108,2021,core,9,14,8,7,8,7,1,0
1535-6841,2021,all,2,1,2,1,2,1,2,1
1535-6841,2021,core,1,1,1,1,1,1,1,1
1535-685X,2021,all,13,4,13,4,13,4,13,4
1535-685X,2021,core,7,4,7,4,7,4,7,4
1536-0903,2021,all,1,0,1,0,1,0,1,0
1536-0903,2021,core,1,0,1,0,1,0,1,0
1536-1055,2021,all,7,5,7,5,7,5,7,5
1536-1055,2021,core,7,5,7,5,7,5,7,5
1536-1225,2021,all,8,5,8,5,8,5,8,5
1536-1225,2021,core,8,5,8,5,8,5,8,5
1536-1233,2021,all,5,1,4,1,5,1,3,1
1536-1233,2021,core,5,1,4,1,5,1,3,1
1536-1268,2021,all,3,0,3,0,3,0,3,0
1536-1268,2021,core,2,0,2,0,2,0,2,0
1536-1276,2021,all,18,12,18,11,14,9,10,8
1536-1276,2021,core,18,12,18,11,14,9,10,8
1536-1632,2021,all,36,44,34,28,36,29,14,13
1536-1632,2021,core,34,44,32,28,34,29,13,13
1536-383X,2021,all,1,2,1,1,1,1,0,0
1536-383X,2021,core,1,2,1,1,1,1,0,0
1536-7290,2021,all,72,38,70,33,70,33,50,28
1536-7290,2021,core,72,38,70,33,70,33,50,28
1536-8386,2021,all,2,1,2,1,2,1,1,1
1536-8386,2021,core,1,1,1,1,1,1,1,1
1536-867X,2021,all,18,14,18,14,18,14,18,14
1536-867X,2021,core,16,14,16,14,16,14,16,14
1537-1891,2021,all,11,17,11,10,11,10,3,3
1537-1891,2021,core,10,15,10,9,10,9,3,3
1537-4416,2021,all,8,6,8,5,8,5,7,4
1537-4416,2021,core,8,6,8,5,8,5,7,4
1537-5110,2021,all,36,24,36,20,34,20,24,16
1537-5110,2021,core,36,24,36,20,34,20,24,16
1537-5927,2021,all,140,26,140,26,140,26,140,26
1537-5927,2021,core,43,25,43,25,43,25,43,25
1537-6494,2021,all,16,7,16,4,15,4,7,1
1537-6494,2021,core,16,7,16,4,15,4,7,1
1537-6516,2021,all,3,2,3,1,3,1,2,0
1537-6516,2021,core,3,2,3,1,3,1,2,0
1537-7814,2021,all,24,1,21,1,25,1,21,1
1537-7814,2021,core,7,1,6,1,8,1,6,1
1538-4721,2021,all,13,3,13,2,11,2,8,1
1538-4721,2021,core,13,3,13,2,11,2,8,1
1538-5744,2021,all,17,3,16,3,17,3,11,3
1538-5744,2021,core,17,3,16,3,17,3,11,3
1538-6473,2021,all,1,0,1,0,1,0,1,0
1538-6473,2021,core,1,0,1,0,1,0,1,0
1538-7216,2021,all,34,6,34,6,34,6,34,6
1538-7216,2021,core,8,5,8,5,8,5,8,5
1538-7836,2021,all,146,122,140,83,142,84,73,45
1538-7836,2021,core,117,111,111,72,113,73,52,34
1538-8220,2021,all,4,0,4,0,4,0,3,0
1538-8220,2021,core,4,0,4,0,4,0,3,0
1538-8506,2021,all,2,0,2,0,1,0,1,0
1538-8506,2021,core,2,0,2,0,1,0,1,0
1538-9588,2021,all,10,4,10,3,10,3,8,2
1538-9588,2021,core,9,4,9,3,9,3,7,2
1539-0136,2021,all,2,2,2,2,2,2,2,2
1539-0136,2021,core,2,2,2,2,2,2,2,2
1539-1523,2021,all,3,3,3,3,3,3,3,3
1539-1523,2021,core,3,3,3,3,3,3,3,3
1539-1604,2021,all,13,4,13,4,13,4,13,4
1539-1604,2021,core,12,4,12,4,12,4,12,4
1539-2791,2021,all,23,22,21,15,24,17,14,10
1539-2791,2021,core,22,22,20,15,23,17,13,10
1539-445X,2021,all,1,1,1,1,1,1,1,1
1539-445X,2021,core,1,1,1,1,1,1,1,1
1539-4492,2021,all,5,2,5,1,5,1,4,0
1539-4492,2021,core,5,2,5,1,5,1,4,0
1539-7734,2021,all,5,3,5,2,5,2,4,1
1539-7734,2021,core,5,3,5,2,5,2,4,1
1539-9087,2021,all,12,0,11,0,12,0,10,0
1539-9087,2021,core,12,0,11,0,12,0,10,0
1540-1650,2021,all,5,3,5,3,5,3,5,3
1540-1650,2021,core,3,3,3,3,3,3,3,3
1540-2002,2021,all,5,4,5,4,5,4,5,4
1540-2002,2021,core,5,4,5,4,5,4,5,4
1540-3009,2021,all,4,1,4,1,4,1,4,1
1540-3009,2021,core,1,0,1,0,1,0,1,0
1540-496X,2021,all,7,8,6,5,6,6,3,3
1540-496X,2021,core,7,8,6,5,6,6,3,3
1540-7063,2021,all,48,18,47,12,15,14,8,8
1540-7063,2021,core,12,15,11,10,12,11,6,6
1540-7489,2021,all,88,68,82,43,88,49,49,24
1540-7489,2021,core,88,68,82,43,88,49,49,24
1540-7993,2021,all,3,0,3,0,3,0,3,0
1540-7993,2021,core,1,0,1,0,1,0,1,0
1540-9295,2021,all,14,4,14,4,14,4,14,4
1540-9295,2021,core,8,4,8,4,8,4,8,4
1541-132X,2021,all,12,9,10,6,11,7,6,4
1541-132X,2021,core,9,7,7,5,8,6,6,4
1541-1672,2021,all,2,0,2,0,2,0,1,0
1541-1672,2021,core,1,0,1,0,1,0,0,0
1541-2040,2021,all,1,1,1,1,1,1,1,1
1541-2040,2021,core,1,1,1,1,1,1,1,1
1541-4337,2021,all,26,11,22,7,26,8,8,4
1541-4337,2021,core,26,11,22,7,26,8,8,4
1541-5856,2021,all,19,16,18,12,18,12,12,8
1541-5856,2021,core,18,16,17,12,17,12,11,8
1541-6933,2021,all,47,35,43,24,46,26,29,15
1541-6933,2021,core,34,35,31,24,33,26,18,15
1541-7794,2021,all,3,0,3,0,3,0,1,0
1541-7794,2021,core,3,0,3,0,3,0,1,0
1542-0124,2021,all,26,15,20,6,26,11,7,2
1542-0124,2021,core,22,15,16,6,22,11,4,2
1542-0973,2021,all,11,6,11,5,11,5,9,4
1542-0973,2021,core,11,6,11,5,11,5,9,4
1542-1406,2021,all,3,0,3,0,3,0,2,0
1542-1406,2021,core,3,0,3,0,3,0,2,0
1542-2119,2021,all,2,1,2,1,2,1,2,1
1542-2119,2021,core,2,1,2,1,2,1,2,1
1542-3565,2021,all,72,28,70,17,72,18,45,7
1542-3565,2021,core,45,27,43,16,45,17,21,6
1542-4766,2021,all,23,8,23,8,23,8,23,8
1542-4766,2021,core,23,8,23,8,23,8,23,8
1542-6580,2021,all,2,2,2,1,1,1,0,0
1542-6580,2021,core,2,2,2,1,1,1,0,0
1542-7560,2021,all,3,2,3,2,3,2,2,2
1542-7560,2021,core,3,2,3,2,3,2,2,2
1543-4303,2021,all,3,1,3,1,3,1,3,1
1543-4303,2021,core,2,1,2,1,2,1,2,1
1543-4494,2021,all,11,12,11,9,12,10,8,7
1543-4494,2021,core,7,9,7,7,8,8,6,6
1543-5075,2021,all,9,4,8,2,9,2,5,0
1543-5075,2021,core,9,4,8,2,9,2,5,0
1543-8384,2021,all,50,38,46,20,52,23,11,5
1543-8384,2021,core,50,38,46,20,52,23,11,5
1543-8627,2021,all,19,10,18,8,19,8,11,6
1543-8627,2021,core,19,10,18,8,19,8,11,6
1544-1873,2021,all,21,26,21,15,21,15,8,4
1544-1873,2021,core,21,26,21,15,21,15,8,4
1544-3191,2021,all,15,4,14,3,13,3,8,2
1544-3191,2021,core,13,4,12,3,11,3,6,2
1544-3558,2021,all,4,0,4,0,4,0,3,0
1544-3558,2021,core,4,0,4,0,4,0,3,0
1544-4759,2021,all,4,0,4,0,4,0,2,0
1544-4759,2021,core,4,0,4,0,4,0,2,0
1544-6115,2021,all,1,2,1,1,1,1,0,0
1544-6115,2021,core,1,2,1,1,1,1,0,0
1544-6131,2021,all,43,19,42,12,35,11,23,4
1544-6131,2021,core,43,19,42,12,35,11,23,4
1544-8444,2021,all,56,38,55,33,54,33,48,28
1544-8444,2021,core,54,38,53,33,52,33,46,28
1545-102X,2021,all,7,1,7,1,7,1,6,1
1545-102X,2021,core,7,1,7,1,7,1,6,1
1545-5009,2021,all,220,29,215,17,69,18,41,6
1545-5009,2021,core,52,29,48,17,47,18,26,6
1545-5823,2021,all,2,4,2,2,2,2,0,0
1545-5823,2021,core,2,4,2,2,2,2,0,0
1545-5955,2021,all,4,1,3,1,4,1,3,1
1545-5955,2021,core,4,1,3,1,4,1,3,1
1545-5963,2021,all,9,9,8,6,9,7,5,4
1545-5963,2021,core,9,9,8,6,9,7,5,4
1545-5971,2021,all,1,0,1,0,1,0,0,0
1545-5971,2021,core,1,0,1,0,1,0,0,0
1545-598X,2021,all,6,0,6,0,6,0,3,0
1545-598X,2021,core,6,0,6,0,6,0,3,0
1545-8547,2021,all,1,0,1,0,2,0,1,0
1545-8547,2021,core,1,0,1,0,2,0,1,0
1545-9624,2021,all,6,2,6,2,6,2,5,2
1545-9624,2021,core,6,2,6,2,6,2,5,2
1545-9683,2021,all,38,43,38,24,37,24,11,5
1545-9683,2021,core,38,43,38,24,37,24,11,5
1545-9985,2021,all,18,14,18,7,19,7,3,0
1545-9985,2021,core,14,14,14,7,15,7,1,0
1546-1440,2021,all,20,1,20,1,17,1,16,1
1546-1440,2021,core,11,1,11,1,10,1,9,1
1546-4261,2021,all,7,1,7,1,6,1,2,1
1546-4261,2021,core,2,1,2,1,1,1,1,1
1546-542X,2021,all,20,16,20,11,21,12,13,7
1546-542X,2021,core,20,16,20,11,21,12,13,7
1547-0091,2021,all,2,3,2,2,2,2,1,1
1547-0091,2021,core,2,3,2,2,2,2,1,1
1547-2442,2021,all,2,2,2,2,2,2,2,2
1547-2442,2021,core,2,2,2,2,2,2,2,2
1547-3287,2021,all,1,0,1,0,1,0,1,0
1547-3287,2021,core,1,0,1,0,1,0,1,0
1547-3341,2021,all,9,6,9,5,8,5,7,4
1547-3341,2021,core,9,6,9,5,8,5,7,4
1547-5271,2021,all,66,21,65,13,63,12,29,4
1547-5271,2021,core,42,21,41,13,39,12,15,4
1547-7037,2021,all,10,5,10,3,8,3,5,1
1547-7037,2021,core,7,5,7,3,5,3,2,1
1547-769X,2021,all,32,32,32,24,31,24,23,16
1547-769X,2021,core,24,28,24,21,23,21,16,14
1548-0518,2021,all,9,4,9,4,8,4,8,4
1548-0518,2021,core,9,4,9,4,8,4,8,4
1548-3568,2021,all,8,4,8,2,8,2,3,0
1548-3568,2021,core,8,4,8,2,8,2,3,0
1548-5595,2021,all,8,0,8,0,7,0,6,0
1548-5595,2021,core,5,0,5,0,4,0,3,0
1548-7091,2021,all,27,17,21,8,29,11,7,2
1548-7091,2021,core,22,17,16,8,24,11,6,2
1548-9221,2021,all,1,0,1,0,1,0,1,0
1548-9221,2021,core,1,0,1,0,1,0,1,0
1549-3296,2021,all,19,21,19,12,20,14,7,5
1549-3296,2021,core,19,21,19,12,20,14,7,5
1549-6325,2021,all,7,1,7,1,7,1,7,1
1549-6325,2021,core,7,1,7,1,7,1,7,1
1549-7747,2021,all,8,5,8,4,9,5,8,4
1549-7747,2021,core,8,5,8,4,9,5,8,4
1549-8328,2021,all,23,15,23,14,21,12,18,11
1549-8328,2021,core,21,15,21,14,19,12,16,11
1549-8417,2021,all,12,3,11,3,12,3,9,3
1549-8417,2021,core,12,3,11,3,12,3,9,3
1549-9596,2021,all,89,50,80,26,98,29,22,5
1549-9596,2021,core,89,50,80,26,98,29,22,5
1549-9618,2021,all,166,93,146,50,189,65,59,22
1549-9618,2021,core,166,93,146,50,189,65,59,22
1549-9634,2021,all,16,12,15,6,15,6,0,0
1549-9634,2021,core,16,12,15,6,15,6,0,0
1550-0594,2021,all,12,7,11,5,12,5,4,3
1550-0594,2021,core,12,7,11,5,12,5,4,3
1550-2716,2021,all,3,1,3,1,3,1,3,1
1550-2716,2021,core,3,1,3,1,3,1,3,1
1550-4131,2021,all,26,36,19,16,26,23,3,3
1550-4131,2021,core,16,20,10,8,16,14,2,2
1550-4271,2021,all,1,0,1,0,1,0,1,0
1550-4271,2021,core,1,0,1,0,1,0,1,0
1550-4832,2021,all,6,0,6,0,6,0,5,0
1550-4832,2021,core,6,0,6,0,6,0,5,0
1550-7289,2021,all,35,13,34,10,34,11,26,8
1550-7289,2021,core,30,13,29,10,29,11,21,8
1550-7416,2021,all,20,32,20,18,20,18,4,4
1550-7416,2021,core,18,30,18,17,17,16,3,3
1550-7424,2021,all,4,1,4,1,4,1,3,1
1550-7424,2021,core,4,1,4,1,4,1,3,1
1550-8307,2021,all,5,3,4,2,5,3,4,2
1550-8307,2021,core,3,2,3,2,3,2,3,2
1551-3203,2021,all,17,2,16,2,16,2,8,2
1551-3203,2021,core,16,2,15,2,15,2,7,2
1551-3777,2021,all,20,14,20,11,19,11,13,8
1551-3777,2021,core,17,13,17,10,16,10,10,7
1551-3815,2021,all,1,0,1,0,1,0,1,0
1551-3815,2021,core,1,0,1,0,1,0,1,0
1551-4005,2021,all,8,10,7,5,8,6,1,1
1551-4005,2021,core,8,10,7,5,8,6,1,1
1551-6857,2021,all,28,0,27,0,26,0,9,0
1551-6857,2021,core,28,0,27,0,26,0,9,0
1551-7136,2021,all,1,2,1,1,1,1,0,0
1551-7136,2021,core,1,2,1,1,1,1,0,0
1551-7144,2021,all,31,13,28,11,31,11,21,9
1551-7144,2021,core,31,13,28,11,31,11,21,9
1551-7411,2021,all,35,14,35,10,31,10,25,6
1551-7411,2021,core,34,14,34,10,30,10,24,6
1552-3098,2021,all,3,3,3,2,3,2,2,1
1552-3098,2021,core,3,3,3,2,3,2,2,1
1552-4450,2021,all,11,4,11,2,9,2,3,0
1552-4450,2021,core,6,4,6,2,4,2,0,0
1552-4825,2021,all,84,39,81,23,81,24,34,8
1552-4825,2021,core,66,32,63,18,62,19,25,5
1552-4841,2021,all,8,9,7,5,8,6,3,2
1552-4841,2021,core,8,9,7,5,8,6,3,2
1552-4868,2021,all,11,2,11,2,9,2,6,2
1552-4868,2021,core,11,2,11,2,9,2,6,2
1552-4922,2021,all,38,28,37,17,39,17,19,6
1552-4922,2021,core,24,24,23,14,25,14,7,4
1552-4949,2021,all,5,1,5,1,5,1,4,1
1552-4949,2021,core,4,1,4,1,4,1,3,1
1552-4973,2021,all,20,8,20,5,21,6,8,3
1552-4973,2021,core,20,8,20,5,21,6,8,3
1552-5007,2021,all,12,10,12,7,11,6,6,3
1552-5007,2021,core,11,10,11,7,10,6,5,3
1552-5260,2021,all,70,63,67,44,68,46,37,27
1552-5260,2021,core,66,63,63,44,64,46,35,27
1552-8014,2021,all,25,16,25,14,23,14,21,12
1552-8014,2021,core,22,16,22,14,20,14,18,12
1553-3077,2021,all,3,0,3,0,3,0,0,0
1553-3077,2021,core,3,0,3,0,3,0,0,0
1553-3506,2021,all,20,15,20,9,20,9,10,3
1553-3506,2021,core,15,13,15,8,15,8,8,3
1553-4650,2021,all,28,4,24,3,25,3,15,2
1553-4650,2021,core,23,3,19,2,21,2,11,1
1553-5592,2021,all,2,0,2,0,2,0,1,0
1553-5592,2021,core,2,0,2,0,2,0,1,0
1553-6610,2021,all,42,45,42,34,42,34,29,23
1553-6610,2021,core,40,45,40,34,40,34,27,23
1553-877X,2021,all,9,9,8,6,9,7,5,4
1553-877X,2021,core,9,9,8,6,9,7,5,4
1554-351X,2021,all,105,105,103,91,108,95,91,81
1554-351X,2021,core,103,105,101,91,106,95,89,81
1554-4788,2021,all,2,0,2,0,2,0,2,0
1554-4788,2021,core,1,0,1,0,1,0,1,0
1554-7191,2021,all,43,32,42,22,43,23,23,13
1554-7191,2021,core,43,32,42,22,43,23,23,13
1554-8627,2021,all,52,49,46,25,54,27,9,3
1554-8627,2021,core,30,39,27,19,31,21,3,1
1554-8732,2021,all,1,1,1,1,1,1,1,1
1554-8732,2021,core,1,1,1,1,1,1,1,1
1554-8929,2021,all,38,31,34,15,41,18,4,2
1554-8929,2021,core,38,31,34,15,41,18,4,2
1554-964X,2021,all,3,3,3,2,3,2,2,1
1554-964X,2021,core,3,3,3,2,3,2,2,1
1555-4120,2021,all,15,14,15,12,15,12,13,10
1555-4120,2021,core,15,14,15,12,15,12,13,10
1555-4155,2021,all,9,0,9,0,9,0,8,0
1555-4155,2021,core,8,0,8,0,8,0,7,0
1555-8622,2021,all,2,0,2,0,2,0,2,0
1555-8622,2021,core,2,0,2,0,2,0,2,0
1556-0864,2021,all,167,32,167,22,22,21,11,11
1556-0864,2021,core,9,14,9,9,9,9,4,4
1556-1607,2021,all,9,7,9,7,8,7,8,7
1556-1607,2021,core,8,7,8,7,8,7,8,7
1556-1623,2021,all,12,11,12,11,12,11,12,11
1556-1623,2021,core,12,11,12,11,12,11,12,11
1556-2646,2021,all,7,5,7,4,6,4,4,3
1556-2646,2021,core,7,5,7,4,6,4,4,3
1556-2948,2021,all,19,13,19,13,19,13,19,13
1556-2948,2021,core,19,13,19,13,19,13,19,13
1556-3316,2021,all,1,1,1,1,1,1,1,1
1556-3316,2021,core,1,1,1,1,1,1,1,1
1556-3650,2021,all,34,16,34,9,17,9,9,2
1556-3650,2021,core,10,16,10,9,10,9,3,2
1556-3693,2021,all,1,0,1,0,0,0,0,0
1556-3693,2021,core,1,0,1,0,0,0,0,0
1556-4665,2021,all,4,0,4,0,4,0,4,0
1556-4665,2021,core,4,0,4,0,4,0,4,0
1556-4681,2021,all,8,0,8,0,8,0,6,0
1556-4681,2021,core,8,0,8,0,8,0,6,0
1556-4711,2021,all,4,0,4,0,4,0,4,0
1556-4711,2021,core,4,0,4,0,4,0,4,0
1556-4886,2021,all,11,3,11,3,11,3,11,3
1556-4886,2021,core,10,3,10,3,10,3,10,3
1556-4894,2021,all,7,3,7,3,7,3,7,3
1556-4894,2021,core,7,3,7,3,7,3,7,3
1556-4959,2021,all,8,3,8,3,7,3,5,3
1556-4959,2021,core,8,3,8,3,7,3,5,3
1556-6013,2021,all,6,5,5,3,6,3,2,1
1556-6013,2021,core,6,5,5,3,6,3,2,1
1556-6072,2021,all,2,0,1,0,2,0,1,0
1556-6072,2021,core,2,0,1,0,2,0,1,0
1556-7036,2021,all,5,1,5,1,6,1,4,1
